txHash,tokenId,class,breedCount,withPrice,withPriceUsd,timestamp,numJapan,numMystic,numXmas,level,shouldAscend,part1,part2,part3,part4,part5,part6,summer2022,agamogenesis
0x9a65e5b7ba35edea4bf0541be1c25e7203e1ca4bebcecc07100cbeb5b289a6b9,11766760,Reptile,0,"0,014","22,68",2023-09-17 22:54:49,0,0,0,10,False,eyes-neo,ears-inkling,back-raven,mouth-doubletalk,horn-parasite,tail-tadpole,0,0
0x81dd55199a58cd23eec78e654b781d3f26c349d9d5781c5f28c10160449b59c7,389463,Plant,3,"0,0009","1,46",2023-09-17 22:54:46,0,0,0,1,False,eyes-confused,ears-lotus,back-pumpkin,mouth-serious,horn-eggshell,tail-carrot,0,0
0xe568b0fe75807c625f41024510b2a8d2497af9bf724f1f3b0b1774b749a157ef,11781466,Dusk,4,"0,014","22,68",2023-09-17 22:53:49,0,0,0,5,False,eyes-neo,ears-inkling,back-raven,mouth-doubletalk,horn-shoal-star,tail-cottontail,0,0
0xed2a6b7192145961db4550fa1f000e0f7fe1cbb477ca9031ecaa9044f9a6af61,11424940,Beast,0,"0,0037","5,99",2023-09-17 22:58:34,0,0,0,1,False,eyes-sleepless,ears-coca,back-goldfish,mouth-goda,horn-imp,tail-tiny-dino,1,0
0xaaab27967416125faa513f9324d864e9e89a8e15ab73935163467442ad967372,366885,Beast,3,"0,00090461","1,47",2023-09-17 22:58:28,0,0,0,1,False,eyes-chubby,ears-nyan,back-ronin,mouth-nut-cracker,horn-unko,tail-nut-cracker,0,0
0x410a242404b1ae2a1c4fe4c5f4408fa8adc9e0ede78f2dc2ca26bd42da032cba,376583,Aquatic,3,"0,0009","1,46",2023-09-17 22:58:19,0,0,0,1,False,eyes-mavis,ears-peace-maker,back-goldfish,mouth-hungry-bird,horn-shoal-star,tail-nimo,0,0
0x15b8f77692af13949b2a2c96a25e4c18c073bbc95cf6f6cc17667c007eb20daa,11869583,Mech,4,"0,02130316","34,51",2023-09-17 22:58:13,0,0,0,1,False,eyes-topaz,ears-innocent-lamb,back-garish-worm,mouth-square-teeth,horn-babylonia,tail-nimo,0,0
0xa05dc301a1e95ecd561b26df246fe615d176293fa0c094454590255d8c41b642,376584,Aquatic,3,"0,0009","1,46",2023-09-17 22:57:52,0,0,0,1,False,eyes-clear,ears-bubblemaker,back-raven,mouth-goda,horn-kestrel,tail-post-fight,0,0
0xf0ed84d83cb1096dbccdd7624bc0b53385c8291600550cd0a8dfe05067338e2b,11086632,Bird,3,"0,0095","15,39",2023-09-17 22:57:49,0,0,0,1,False,eyes-mavis,ears-curly,back-tri-feather,mouth-peace-maker,horn-eggshell,tail-the-last-one,0,0
0xcb9b661aa2f23b023c5a06f63e0800af0ee02dac6940a1144a193d0deb7a529c,11867725,Mech,5,"0,01917392","31,06",2023-09-17 22:57:34,0,0,0,3,False,eyes-topaz,ears-innocent-lamb,back-garish-worm,mouth-square-teeth,horn-babylonia,tail-nimo,0,0
0x0440e121cea16db9de6589bc39e824dd7cf345906a72c55a277e47a1143da2dc,762281,Bug,3,"0,001","1,62",2023-09-17 22:56:55,0,0,0,1,False,eyes-kotaro,ears-ear-breathing,back-snail-shell,mouth-pincer,horn-antenna,tail-fish-snack,0,0
0x99fbd9476b6b6dc2fcf5c9e74ac0f05573f920d727bcc531ec089cc0f37c6f82,11842627,Reptile,3,"0,00424028","6,87",2023-09-17 23:03:04,0,0,0,1,False,eyes-gecko,ears-ear-breathing,back-green-thorns,mouth-tiny-turtle,horn-clamshell,tail-nut-cracker,0,0
0x63163d13ecfe7476352899f943ff8c54ec2dfb22ad99604ae3f50443930ffa5e,11802792,Dusk,4,"0,0055","8,91",2023-09-17 23:02:52,0,0,0,7,False,eyes-gecko,ears-small-frill,back-green-thorns,mouth-tiny-turtle,horn-watermelon,tail-potato-leaf,0,0
0x11889124f556763d063c09820677d7c0b2b905d68ec4a86953c7e76230dedf9c,3089662,Bug,3,"0,00154914","2,51",2023-09-17 23:02:46,0,0,0,2,False,eyes-kotaro,ears-larva,back-snail-shell,mouth-pincer,horn-lagging,tail-fish-snack,0,0
0x6c28137a9161615d619c6935ac5f9415c89392c57ed55f155a695bc04bcbae85,11479220,Reptile,4,"0,00315799","5,12",2023-09-17 23:02:40,0,0,0,1,False,eyes-tricky,ears-small-frill,back-green-thorns,mouth-tiny-turtle,horn-kestrel,tail-yam,0,0
0x411e82804753c07d91bfd173025b045c06ace1311e532594274f10bb7d405797,9336586,Aquatic,3,"0,00154333","2,5",2023-09-17 23:02:25,0,0,0,1,False,eyes-telescope,ears-nimo,back-anemone,mouth-risky-fish,horn-anemone,tail-nimo,0,0
0xe7ae07f9e14a292a798fd20c35d669d41cbd3565f3a73677135a089236982968,11867573,Mech,4,"0,01702184","27,58",2023-09-17 23:01:43,0,0,0,1,False,eyes-tricky,ears-innocent-lamb,back-indian-star,mouth-silence-whisper,horn-leaf-bug,tail-twin-tail,0,0
0xd2b032d6ac5074ab64aa92c5df69e9a4274c13fa5751d8439fd7d4bd2366a837,11397230,Aquatic,0,"0,004","6,48",2023-09-17 23:01:40,0,0,0,1,False,eyes-little-owl,ears-beetle-spike,back-jaguar,mouth-bubble-fish,horn-incisor,tail-tiny-dino,1,0
0xad94a157301ac146f4345b3701729bc53cceccf50956cf76e98318199a8ad8cf,11368585,Aquatic,4,"0,0049","7,94",2023-09-17 23:00:37,0,0,0,1,False,eyes-clear,ears-leafy,back-sponge,mouth-silence-whisper,horn-strawberry-ice-cream,tail-the-last-one,1,0
0x67602d3d3a3e659dd815d9ab50e3b520a92b8234f29736dc4ac2ba8fd8124296,263522,Aquatic,5,"0,0009059","1,47",2023-09-17 23:00:28,0,0,0,1,False,eyes-clear,ears-inkling,back-goldfish,mouth-risky-fish,horn-clamshell,tail-koi,0,0
0x93e1c8415fac70692a7ded8fca202f2ecc76878aa3ac2186c8643bd19d12c4fd,374498,Aquatic,3,"0,0009","1,46",2023-09-17 23:00:13,0,0,0,1,False,eyes-scar,ears-gill,back-goldfish,mouth-risky-fish,horn-shoal-star,tail-nimo,0,0
0xeb73e9b0471b9d5f3382ae1cd44fe579e44864620332a2ccd95bd1185f525022,4721505,Plant,0,"0,00247224","4,01",2023-09-17 23:00:04,0,0,0,9,True,eyes-papi,ears-clover,back-pumpkin,mouth-serious,horn-pocky,tail-cattail,0,0
0xbd56f6bf83bf075d96602ce75f0e1b8d8fd50d1a1301d35389646283575c8f85,4931656,Reptile,3,"0,00095","1,54",2023-09-17 22:59:43,0,0,0,3,False,eyes-tricky,ears-curved-spine,back-green-thorns,mouth-tiny-turtle,horn-incisor,tail-wall-gecko,0,0
0xf4d86c67f017d0f5eddeaba6831d365a2e06cfbc786a3287366c1bbf1b005066,374507,Aquatic,3,"0,0009","1,46",2023-09-17 22:59:19,0,0,0,1,False,eyes-nerdy,ears-inkling,back-spiky-wing,mouth-risky-fish,horn-shoal-star,tail-nimo,0,0
0x7f63c212ab5b12421129282c65d7493c9c8e083ea5dcafa0e0ce1b8d9e80998c,11865209,Dawn,4,"0,01238875","20,07",2023-09-17 22:59:16,0,0,0,3,False,eyes-topaz,ears-innocent-lamb,back-blue-moon,mouth-square-teeth,horn-bumpy,tail-nimo,0,0
0x2882ec5ad4bf08fa961e07c5a61c43dbdaaec68dd74b424610411df983faf5eb,376582,Aquatic,2,"0,0009","1,46",2023-09-17 22:58:52,0,0,0,1,False,eyes-clear,ears-bubblemaker,back-goldfish,mouth-little-owl,horn-kestrel,tail-hatsune,0,0
0x46f7472214fabc403d3e11a91457401b4ad38661a2cdfe561bd086b11dfb804f,11835537,Dusk,3,"0,0054","8,75",2023-09-17 23:05:13,0,0,0,9,True,eyes-gecko,ears-small-frill,back-green-thorns,mouth-tiny-turtle,horn-watermelon,tail-potato-leaf,0,0
0x1c5e5671a837bd0b7ed28bf8a90f8204a71d9dd356deebefb5f440a2e44c2774,11775130,Dawn,5,"0,0065","10,54",2023-09-17 23:05:04,0,0,0,6,False,eyes-clear,ears-innocent-lamb,back-timber,mouth-confident,horn-bumpy,tail-cottontail,0,0
0xa88e7b2a65e1091f1613b46d6ef6e9dfe02c37aa6b16837a0fe6aca704703fd9,11863549,Bug,3,"0,00509871","8,26",2023-09-17 23:04:58,0,0,0,1,False,eyes-blossom,ears-leafy,back-ronin,mouth-square-teeth,horn-bamboo-shoot,tail-shrimp,0,0
0x063d8d46d4401357ab90f2d1b374c0a7881e4d53cc017861fe840e531eaedb18,11530119,Plant,4,"0,015","24,31",2023-09-17 23:04:13,0,0,0,1,False,eyes-papi,ears-sakura,back-bidens,mouth-silence-whisper,horn-strawberry-shortcake,tail-hot-butt,0,0
0xb920a079577275028f48466a314e3740f6b24580571fc25874f9ff159e3dcfa3,11834341,Aquatic,3,"0,0012009","1,95",2023-09-17 23:03:25,0,0,0,1,False,eyes-sleepless,ears-leafy,back-goldfish,mouth-piranha,horn-arco,tail-nimo,0,0
0x63102311e53278922132a3fd5029a44c5ed80a89b6b625eb013a6c5bb58f81e1,11578333,Plant,0,"0,0022","3,57",2023-09-17 23:03:19,0,0,0,2,False,eyes-little-peas,ears-innocent-lamb,back-jaguar,mouth-confident,horn-eggshell,tail-cottontail,0,0
0x05de1523d00db4e004d549edb27e00c4a96a1d913bf6d5931a1707cc690a8fb4,5219115,Bird,0,"0,001199","1,95",2023-09-17 23:10:43,0,0,0,1,False,eyes-mavis,ears-owl,back-cupid,mouth-little-owl,horn-eggshell,tail-the-last-one,0,0
0x444139d3f619afb83acb080f00c68dd8fbd44f1df3904bc5b54498d86d12de3c,11601076,Mech,0,"0,01","16,24",2023-09-17 23:10:28,0,0,0,1,False,eyes-kotaro,ears-ear-breathing,back-snail-shell,mouth-catfish,horn-lagging,tail-fish-snack,0,0
0xff8474f98442bcaf556cf4f4cc5a551207da9aff65ed0000159717e34e1b194b,4724837,Bird,0,"0,001199","1,95",2023-09-17 23:10:25,0,0,0,1,False,eyes-mavis,ears-curly,back-cupid,mouth-little-owl,horn-eggshell,tail-granmas-fan,0,0
0x606dce114b25f20acedbea13f86efd5a37aa9a3f98a514c6a94a2c1be41ad561,7894006,Reptile,0,"0,0019","3,08",2023-09-17 23:10:13,0,0,0,4,False,eyes-gero,ears-bubblemaker,back-snail-shell,mouth-catfish,horn-lagging,tail-thorny-caterpillar,0,0
0x6494b56a8c22a35526fb29a73c32878ae365bde22e36e82430ccaca91975493d,11868277,Plant,4,"0,00869691","14,12",2023-09-17 23:09:43,0,0,0,2,False,eyes-gecko,ears-small-frill,back-green-thorns,mouth-tiny-turtle,horn-watermelon,tail-potato-leaf,0,0
0x32a111571d59cda62a6c913163aad412874904059d285442d020b055703fb9fa,11782938,Dusk,4,"0,0077","12,5",2023-09-17 23:09:34,0,0,0,9,False,eyes-neo,ears-inkling,back-raven,mouth-doubletalk,horn-shoal-star,tail-cottontail,0,0
0xeaa19f788329b495469205c82b54b6a1ddb8e7312fb7b71073f66da5161b292a,11764511,Beast,4,"0,002916","4,73",2023-09-17 23:08:49,0,0,0,7,False,eyes-chubby,ears-nut-cracker,back-furball,mouth-nut-cracker,horn-imp,tail-nut-cracker,0,0
0x399b56590adc5cc07df65b8b8fdef786970291e36fccc68b5ebed66dc6845163,7044860,Dusk,2,"0,0018","2,92",2023-09-17 23:08:31,0,0,0,1,False,eyes-gero,ears-bubblemaker,back-snail-shell,mouth-catfish,horn-lagging,tail-thorny-caterpillar,0,0
0x8af15811b0cd09357a0c0e133edcc40a014e5e27798fe853c20a7ff1df40a8e8,11858756,Reptile,4,"0,02","32,47",2023-09-17 23:07:58,0,0,0,1,False,eyes-gecko,ears-friezard,back-green-thorns,mouth-tiny-turtle,horn-watermelon,tail-gila,0,0
0x59c77dd199dc478441142987c93232669197144975213adb34ba4ecb7ac4d400,11096979,Dusk,2,"0,0023","3,73",2023-09-17 23:07:04,0,0,0,1,False,eyes-clear,ears-bubblemaker,back-scarab,mouth-cute-bunny,horn-pliers,tail-nimo,0,0
0x1be80b6dc4403d141b1120bdad683aa0a82ae1eb96c24d1624e7442d72f63977,4019257,Reptile,1,"0,006","9,74",2023-09-17 23:06:43,0,0,0,1,False,eyes-papi,ears-clover,back-snail-shell,mouth-kotaro,horn-bamboo-shoot,tail-wall-gecko,0,0
0xe8aa0c7b18b46725de3ecb8a99a3479ed326f820ee360e0cfd703567a8b61137,3494034,Beast,2,"0,001375","2,23",2023-09-17 23:06:01,0,0,0,4,False,eyes-gero,ears-sidebarb,back-turnip,mouth-goda,horn-pocky,tail-rice,0,0
0xa551b3c82ccf267fef506f4568a92892f057bbb725d410647b0d9404238f7f20,1939980,Plant,1,"0,00134","2,18",2023-09-17 23:05:43,0,0,0,1,False,eyes-neo,ears-sakura,back-spiky-wing,mouth-lam,horn-trump,tail-carrot,0,0
0xaffe99a1265459d559498d092f95aa0f2f721157e9371d5ac45af4accb8bcb7a,11760962,Beast,0,"0,007","11,37",2023-09-17 23:05:28,0,0,0,1,False,eyes-sleepless,ears-belieber,back-ronin,mouth-axie-kiss,horn-little-branch,tail-tiny-dino,0,0
0xad92fd10e6020263bf2febf696ff223c5e866355458c1194360e137aba3d5ccc,11851090,Mech,2,"0,0095","15,42",2023-09-17 23:13:19,0,0,0,8,False,eyes-topaz,ears-innocent-lamb,back-goldfish,mouth-square-teeth,horn-babylonia,tail-nimo,0,0
0xfd078e82b4289168a8dd59ed41d2e90d413e9684abe2bfbccb6baed128f5f9e9,11868933,Bug,4,"0,01212703","19,68",2023-09-17 23:13:10,0,0,0,1,False,eyes-topaz,ears-innocent-lamb,back-garish-worm,mouth-square-teeth,horn-bumpy,tail-nimo,0,0
0x73519bd93e02be15323d70383695b37ecf8d669d76e6e6f15cba023334b66665,11778294,Reptile,4,"0,0105999","17,2",2023-09-17 23:12:55,0,0,0,7,False,eyes-papi,ears-inkling,back-garish-worm,mouth-doubletalk,horn-parasite,tail-tadpole,0,0
0x342fa3ab6af803df16fc1e2a49fbc57c58419384ef3250ff6cbe035181efcf78,11865226,Plant,4,"0,017","27,59",2023-09-17 23:12:31,0,0,0,5,False,eyes-neo,ears-inkling,back-garish-worm,mouth-doubletalk,horn-shoal-star,tail-cottontail,0,0
0x5ec746f6eff4c8de57a36953dcd1daf4f739bc6f9d131369885e905647910aa5,9522367,Bird,0,"0,001199","1,95",2023-09-17 23:12:28,0,0,0,1,False,eyes-robin,ears-owl,back-pigeon-post,mouth-doubletalk,horn-eggshell,tail-post-fight,0,0
0xcb1b03399779514e72e4241cfd1aa53f6a9fc06965c13f4e55ae654199eb4346,11785001,Aquatic,3,"0,0094","15,26",2023-09-17 23:12:25,0,0,0,1,False,eyes-neo,ears-inkling,back-garish-worm,mouth-doubletalk,horn-oranda,tail-tadpole,0,0
0x2dc3c22daa88fe66950d8b33b7f001efd6fc3a491cbf25b9855c218a31e78253,10820185,Plant,2,"0,0025","4,06",2023-09-17 23:12:22,0,0,0,1,False,eyes-gero,ears-friezard,back-bone-sail,mouth-pincer,horn-parasite,tail-yam,0,0
0x8b9acdf2ffb91b8fe6a8713d2612439912cae6207ad388a21adbf6fc198fa6aa,11798339,Bug,0,"0,005","8,12",2023-09-17 23:12:13,0,0,0,3,False,eyes-blossom,ears-belieber,back-hero,mouth-confident,horn-bamboo-shoot,tail-ant,0,0
0xabb274e1815fe106c62eac9f19541f346ff5c1b4dac9097b39a1e0c5411d2da0,9521917,Bird,0,"0,001199","1,95",2023-09-17 23:12:10,0,0,0,1,False,eyes-mavis,ears-owl,back-pigeon-post,mouth-doubletalk,horn-eggshell,tail-post-fight,0,0
0xc8ec6901907c7d1a5aee61e09ced3b10388b6f7b250c52da5acdd9d7570bea9e,11343091,Mech,3,"0,011","17,85",2023-09-17 23:11:49,0,0,0,1,False,eyes-gero,ears-bubblemaker,back-furball,mouth-toothless-bite,horn-arco,tail-twin-tail,0,0
0xc4193aeb24642972f670916fba4ee2cbf7c0fb4335d98db4b1b4cfcc73796002,7929820,Bird,0,"0,001199","1,95",2023-09-17 23:11:19,0,0,0,1,False,eyes-mavis,ears-owl,back-pigeon-post,mouth-doubletalk,horn-eggshell,tail-post-fight,0,0
0x6d96c5f30096ae8a0604860ab880535796a2fa85e85dbf631d12184121c5f9a9,3345354,Plant,3,"0,0024","3,9",2023-09-17 23:11:07,0,0,0,5,False,eyes-blossom,ears-hollow,back-pumpkin,mouth-serious,horn-rose-bud,tail-cattail,0,0
0x93594b72d29895fa71a652639adb6f436db955a92f9d4bcbc1aa0aa7ac03cb1e,11817624,Aquatic,0,"0,01","16,23",2023-09-17 23:11:01,0,0,0,1,False,eyes-little-owl,ears-puppy,back-tri-feather,mouth-little-owl,horn-feather-spear,tail-feather-fan,0,0
0xf3bf46e6117644830aa329694caa1de1d3dbfd30c50c9ea1b10b41009643690a,3438593,Aquatic,0,"0,00134","2,17",2023-09-17 23:10:49,0,0,0,2,False,eyes-sleepless,ears-pogona,back-goldfish,mouth-risky-fish,horn-shoal-star,tail-koi,0,0
0x820e855ca10f8cf49d93c57c8fc85054253c552e893becfad6f3234f6834c4c7,11786168,Aquatic,3,"0,0065","10,55",2023-09-17 23:10:46,0,0,0,1,False,eyes-little-owl,ears-gill,back-sponge,mouth-catfish,horn-shoal-star,tail-nimo,0,0
0xcced5fbe9d3765a6d702cb8f6273a5d5c128927121c9d9acaf009f669e9056e7,11866724,Aquatic,4,"0,01509","24,51",2023-09-17 23:16:46,0,0,0,1,False,eyes-clear,ears-leafy,back-buzz-buzz,mouth-piranha,horn-bamboo-shoot,tail-nimo,0,0
0x4042fea27e31513c756c5bbac37095c98c7f4f5a489db2837cb1dbb6a37b2857,11616283,Bird,2,"0,001199","1,95",2023-09-17 23:16:22,0,0,0,1,False,eyes-robin,ears-tiny-fan,back-tri-feather,mouth-kotaro,horn-kestrel,tail-granmas-fan,0,0
0xe47da36004db3a22433e79ffe0132cecd8a057617b38780122c48eab54d12499,3560086,Plant,0,"0,0012","1,95",2023-09-17 23:15:40,0,0,0,1,False,eyes-papi,ears-rosa,back-pumpkin,mouth-serious,horn-beech,tail-yam,0,0
0xd0e4514cd76e92e79123e8d3103d944ec6d8486e5d8c47206432514ce0836d46,1600985,Reptile,2,"0,00134","2,18",2023-09-17 23:15:07,0,0,0,1,False,eyes-chubby,ears-leafy,back-snail-shell,mouth-confident,horn-pliers,tail-iguana,0,0
0xa77f5bfb14ab412114589d685caa5be8c25093157319c3eb8e6273db30bc44e3,10650180,Plant,0,"0,0011368","1,85",2023-09-17 23:15:04,0,0,0,1,False,eyes-papi,ears-hollow,back-pumpkin,mouth-serious,horn-cactus,tail-carrot,0,0
0xc7c27dbacd93db33e5622d460ad0dd14196b4da2180004115b9abe5235e41787,4555631,Aquatic,0,"0,001099","1,78",2023-09-17 23:14:43,0,0,0,1,False,eyes-clear,ears-inkling,back-goldfish,mouth-risky-fish,horn-trump,tail-koi,0,0
0x3865cbab5412a0ed1c87d517ce10c4860df16b0f87ed083d34cdbb605de43865,11865202,Dawn,3,"0,01308482","21,25",2023-09-17 23:14:31,0,0,0,1,False,eyes-topaz,ears-innocent-lamb,back-blue-moon,mouth-square-teeth,horn-bumpy,tail-nimo,0,0
0x6dd67986819f5cfc4e04975b5d1aa310b6296b9d3b62f1ff37e5d7a059df13b1,808701,Aquatic,4,"0,00098","1,59",2023-09-17 23:14:19,0,0,0,1,False,eyes-clear,ears-bubblemaker,back-goldfish,mouth-risky-fish,horn-shoal-star,tail-nimo,0,0
0x5ebc291b0d1b5a439e4d028f69357d86f5f267ba3204eb5eec312a3dfa667fca,11868970,Bug,1,"0,007","11,37",2023-09-17 23:14:04,0,0,0,1,False,eyes-topaz,ears-innocent-lamb,back-garish-worm,mouth-mosquito,horn-babylonia,tail-nimo,0,0
0x0750fbbc3d47687ae2a079895fa0de52aee481b8812be83f21558a6608aa9d62,11075869,Plant,2,"0,006","9,74",2023-09-17 23:14:01,0,0,0,1,False,eyes-papi,ears-lotus,back-bidens,mouth-serious,horn-cactus,tail-cattail,0,0
0x3edb424e8e1efa2a7586dbb3c2df293c3fd4c08992dd9602421b6dc02dc5b170,10310864,Mech,0,"0,0014","2,27",2023-09-17 23:13:46,0,0,0,1,False,eyes-little-owl,ears-nimo,back-risky-beast,mouth-nut-cracker,horn-dual-blade,tail-nut-cracker,0,0
0x25950349ada289c0d66e212db6d3b87137638d427569fea33ad6be5286c37b2f,516954,Plant,3,"0,001","1,62",2023-09-17 23:13:37,0,0,0,7,False,eyes-confused,ears-lotus,back-blue-moon,mouth-serious,horn-cactus,tail-fish-snack,0,0
0xbcea08bc211db2159857ac4ca6abcce40567d846353dd451240e630cfb90888f,11867682,Plant,0,"0,00254425","4,13",2023-09-17 23:13:19,0,0,0,1,False,eyes-nerdy,ears-lotus,back-indian-star,mouth-little-owl,horn-bamboo-shoot,tail-cattail,0,0
0x32e77c1ff026437292bfc98673176d30de9d5c08bdbab02953a1b74cc3266655,6710180,Dusk,2,"0,001175","1,91",2023-09-17 23:21:19,0,0,0,1,False,eyes-chubby,ears-nimo,back-ronin,mouth-peace-maker,horn-imp,tail-nut-cracker,0,0
0x589ddd1f832cb6578ae447211d931be3e6834a1b403ccfb0eb7bb1ccc691cb21,11717105,Bird,2,"0,0041","6,66",2023-09-17 23:20:43,0,0,0,4,False,eyes-little-owl,ears-early-bird,back-tri-feather,mouth-little-owl,horn-feather-spear,tail-feather-fan,0,0
0xec01ed2f68c24808fcb1c5cc1556972ca35aae22d8630f76552eb7ee1611895b,3335291,Bird,0,"0,0012","1,95",2023-09-17 23:20:28,0,0,0,1,False,eyes-mavis,ears-early-bird,back-raven,mouth-little-owl,horn-kestrel,tail-the-last-one,0,0
0x7767e6c3c6e90b78f87a07aac5991deb982bc35e0c3c8b9745300ca7723083ae,11458940,Bug,0,"0,1","162,41",2023-09-17 23:20:04,0,0,0,1,False,eyes-flower-sunglasses,ears-coca,back-beach-ball,mouth-bubble-fish,horn-watermelon-ice-cream,tail-cotton-candy,1,0
0x5610c2bc851503a10398b4ee968c591d4bb2babc50f0c78babeb538918ee87d3,11529429,Beast,2,"0,0013","2,11",2023-09-17 23:20:04,0,0,0,3,False,eyes-chubby,ears-nut-cracker,back-jaguar,mouth-confident,horn-kestrel,tail-cottontail,0,0
0xc1cd948fa0f3679c2912f4556c5230816c812f93c477f039c933310378ee4920,6978590,Dusk,3,"0,00118","1,92",2023-09-17 23:19:58,0,0,0,1,False,eyes-clear,ears-bubblemaker,back-snail-shell,mouth-tiny-turtle,horn-lagging,tail-thorny-caterpillar,0,0
0x4df957efb32321eb2247c78cd73ec0931ccf1b11a513922eb7fbced9f7c139d8,9701768,Bug,0,"0,0022","3,57",2023-09-17 23:19:34,0,0,0,1,False,eyes-bookworm,ears-larva,back-scarab,mouth-cute-bunny,horn-parasite,tail-fish-snack,0,0
0x94a2ead5a89e75fda3c281f4b09dfe5d0d1fc94f1f815bac53b6b8e8f4490bf4,11840062,Plant,4,"0,00628","10,2",2023-09-17 23:19:10,0,0,0,8,False,eyes-little-peas,ears-leafy,back-garish-worm,mouth-goda,horn-bamboo-shoot,tail-shrimp,0,0
